_input,_num,_widgetName,_source,_resultNumber,_pageUrl,ime_i_prezime_narodnog_poslanika_link,ime_i_prezime_narodnog_poslanika_link/_source,ime_i_prezime_narodnog_poslanika_link/_title,ime_i_prezime_narodnog_poslanika_link/_text,politicka_stranka,mesto,godiste
,181,skupstina-srbije-poslanici,skupstina-srbije-poslanici,181,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILAN_PETRI%C4%86.855.891.html,/MILAN_PETRI%C4%86.855.891.html,,PETRIĆ MILAN,-,Zvezdara,1976.
,182,skupstina-srbije-poslanici,skupstina-srbije-poslanici,182,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILISAV_PETRONIJEVI%C4%86.114.891.html,/MILISAV_PETRONIJEVI%C4%86.114.891.html,,PETRONIJEVIĆ MILISAV,SPS,Beograd Savski Venac,1949.
,183,skupstina-srbije-poslanici,skupstina-srbije-poslanici,183,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DU%C5%A0AN_PETROVI%C4%86.113.891.html,/DU%C5%A0AN_PETROVI%C4%86.113.891.html,,PETROVIĆ DUŠAN,-,Šabac,1966.
,184,skupstina-srbije-poslanici,skupstina-srbije-poslanici,184,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MIRA_PETROVI%C4%86.628.891.html,/MIRA_PETROVI%C4%86.628.891.html,,PETROVIĆ MIRA,PUPS,Beograd Novi Beograd,1956.
,185,skupstina-srbije-poslanici,skupstina-srbije-poslanici,185,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NEBOJ%C5%A0A_PETROVI%C4%86.761.891.html,/NEBOJ%C5%A0A_PETROVI%C4%86.761.891.html,,PETROVIĆ prof. dr NEBOJŠA,PS,Beograd,1961.
,186,skupstina-srbije-poslanici,skupstina-srbije-poslanici,186,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/PETAR_PETROVI%C4%86.313.891.html,/PETAR_PETROVI%C4%86.313.891.html,,PETROVIĆ PETAR,JS,Jagodina,1951.
,187,skupstina-srbije-poslanici,skupstina-srbije-poslanici,187,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DRAGAN_POLOVINA.883.891.html,/DRAGAN_POLOVINA.883.891.html,,POLOVINA DRAGAN,SNS,Beograd Stari grad,1953.
,188,skupstina-srbije-poslanici,skupstina-srbije-poslanici,188,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILETA_POSKURICA+.697.891.html,/MILETA_POSKURICA+.697.891.html,,POSKURICA MILETA,SNS,Kragujevac,1954.
,189,skupstina-srbije-poslanici,skupstina-srbije-poslanici,189,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ZORAN_PRALICA.593.891.html,/ZORAN_PRALICA.593.891.html,,PRALICA ZORAN,SNS,Beograd,1967.
,190,skupstina-srbije-poslanici,skupstina-srbije-poslanici,190,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/JELISAVETA_PRIBOJAC.866.891.html,/JELISAVETA_PRIBOJAC.866.891.html,,PRIBOJAC JELISAVETA,SNS,Kraljevo,1956.
,191,skupstina-srbije-poslanici,skupstina-srbije-poslanici,191,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DEJAN_RADENKOVI%C4%86.507.891.html,/DEJAN_RADENKOVI%C4%86.507.891.html,,RADENKOVIĆ mr DEJAN,SPS,Priština,1971.
,192,skupstina-srbije-poslanici,skupstina-srbije-poslanici,192,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DALIBOR_RADI%C4%8CEVI%C4%86.808.891.html,/DALIBOR_RADI%C4%8CEVI%C4%86.808.891.html,,RADIČEVIĆ DALIBOR,SNS,Aleksinac,1976.
,193,skupstina-srbije-poslanici,skupstina-srbije-poslanici,193,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDAR_RADOJEVI%C4%86+.710.891.html,/ALEKSANDAR_RADOJEVI%C4%86+.710.891.html,,RADOJEVIĆ Dr ALEKSANDAR,-,Čačak,1965.
,194,skupstina-srbije-poslanici,skupstina-srbije-poslanici,194,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/KATARINA_RAKI%C4%86.615.891.html,/KATARINA_RAKI%C4%86.615.891.html,,RAKIĆ KATARINA,SNS,Grocka,1979.
,195,skupstina-srbije-poslanici,skupstina-srbije-poslanici,195,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VESNA_RAKONjAC.739.891.html,/VESNA_RAKONjAC.739.891.html,,RAKONjAC Dr VESNA,SNS,Kruševac,1967.
,196,skupstina-srbije-poslanici,skupstina-srbije-poslanici,196,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/BRANIMIR_RAN%C4%8CI%C4%86.887.891.html,/BRANIMIR_RAN%C4%8CI%C4%86.887.891.html,,RANČIĆ Dr BRANIMIR,SNS,Niš,1953.
,197,skupstina-srbije-poslanici,skupstina-srbije-poslanici,197,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MARIJAN_RISTI%C4%8CEVI%C4%86.598.891.html,/MARIJAN_RISTI%C4%8CEVI%C4%86.598.891.html,,RISTIČEVIĆ MARIJAN,-,Inđija,1958.
,198,skupstina-srbije-poslanici,skupstina-srbije-poslanici,198,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/BRANKO_RU%C5%BDI%C4%86.508.891.html,/BRANKO_RU%C5%BDI%C4%86.508.891.html,,RUŽIĆ BRANKO,SPS,Beograd Čukarica,1975.
,199,skupstina-srbije-poslanici,skupstina-srbije-poslanici,199,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/BILjANA_SAVOVI%C4%86.812.891.html,/BILjANA_SAVOVI%C4%86.812.891.html,,SAVOVIĆ BILjANA,SNS,Sečanj,1960.
,200,skupstina-srbije-poslanici,skupstina-srbije-poslanici,200,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDAR_SENI%C4%86.738.891.html,/ALEKSANDAR_SENI%C4%86.738.891.html,,SENIĆ ALEKSANDAR,SDS,Rača,1978.
,201,skupstina-srbije-poslanici,skupstina-srbije-poslanici,201,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VESNA_SIMI%C4%86.870.891.html,/VESNA_SIMI%C4%86.870.891.html,,SIMIĆ dr VESNA,SNS,Knjaževac,1966.
,202,skupstina-srbije-poslanici,skupstina-srbije-poslanici,202,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SUZANA_SPASOJEVI%C4%86.649.891.html,/SUZANA_SPASOJEVI%C4%86.649.891.html,,SPASOJEVIĆ SUZANA,SPS,Smederevo,1970.
,203,skupstina-srbije-poslanici,skupstina-srbije-poslanici,203,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MIROLjUB_STANKOVI%C4%86.840.891.html,/MIROLjUB_STANKOVI%C4%86.840.891.html,,STANKOVIĆ MIROLjUB,PUPS,Niš,1946.
,204,skupstina-srbije-poslanici,skupstina-srbije-poslanici,204,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VELIMIR_STANOJEVI%C4%86.128.891.html,/VELIMIR_STANOJEVI%C4%86.128.891.html,,STANOJEVIĆ VELIMIR,NS,Čačak,1964.
,205,skupstina-srbije-poslanici,skupstina-srbije-poslanici,205,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/BORISLAV_STEFANOVI%C4%86.558.891.html,/BORISLAV_STEFANOVI%C4%86.558.891.html,,STEFANOVIĆ BORISLAV,DS,Novi Sad,1974.
,206,skupstina-srbije-poslanici,skupstina-srbije-poslanici,206,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILAN_STEVANOVI%C4%86.809.891.html,/MILAN_STEVANOVI%C4%86.809.891.html,,STEVANOVIĆ MILAN,SNS,Beograd,1958.
,207,skupstina-srbije-poslanici,skupstina-srbije-poslanici,207,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ZVONIMIR_STEVI%C4%86.131.891.html,/ZVONIMIR_STEVI%C4%86.131.891.html,,STEVIĆ ZVONIMIR,SPS,Priština Badovac,1957.
,208,skupstina-srbije-poslanici,skupstina-srbije-poslanici,208,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NINOSLAV_STOJADINOVI%C4%86.847.891.html,/NINOSLAV_STOJADINOVI%C4%86.847.891.html,,STOJADINOVIĆ dr NINOSLAV,SDS,Niš,1950.
,209,skupstina-srbije-poslanici,skupstina-srbije-poslanici,209,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MOMIR_STOJANOVI%C4%86.620.891.html,/MOMIR_STOJANOVI%C4%86.620.891.html,,STOJANOVIĆ MOMIR,SNS,Niš,1958.
,210,skupstina-srbije-poslanici,skupstina-srbije-poslanici,210,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NEVENA_STOJANOVI%C4%86.646.891.html,/NEVENA_STOJANOVI%C4%86.646.891.html,,STOJANOVIĆ NEVENA,JS,Beograd Mladenovac,1986.
,211,skupstina-srbije-poslanici,skupstina-srbije-poslanici,211,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/IVANA_STOJILjKOVI%C4%86.759.891.html,/IVANA_STOJILjKOVI%C4%86.759.891.html,,STOJILjKOVIĆ IVANA,SNS,Užice,1981.
,212,skupstina-srbije-poslanici,skupstina-srbije-poslanici,212,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DU%C5%A0ICA_STOJKOVI%C4%86.773.891.html,/DU%C5%A0ICA_STOJKOVI%C4%86.773.891.html,,STOJKOVIĆ DUŠICA,SNS,Beograd,1979.
,213,skupstina-srbije-poslanici,skupstina-srbije-poslanici,213,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VELIBOR_STOJKOVI%C4%86.797.891.html,/VELIBOR_STOJKOVI%C4%86.797.891.html,,STOJKOVIĆ VELIBOR,SNS,Vlasotince,1966.
,214,skupstina-srbije-poslanici,skupstina-srbije-poslanici,214,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/LjUBI%C5%A0A_STOJMIROVI%C4%86+.606.891.html,/LjUBI%C5%A0A_STOJMIROVI%C4%86+.606.891.html,,STOJMIROVIĆ prof. dr LjUBIŠA,-,Beograd,1950.
,215,skupstina-srbije-poslanici,skupstina-srbije-poslanici,215,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/%C4%90OR%C4%90E_STOJ%C5%A0I%C4%86.564.891.html,/%C4%90OR%C4%90E_STOJ%C5%A0I%C4%86.564.891.html,,STOJŠIĆ ĐORĐE,LSV,Sremska Mitrovica,1977.
,216,skupstina-srbije-poslanici,skupstina-srbije-poslanici,216,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILORAD_STO%C5%A0I%C4%86.645.891.html,/MILORAD_STO%C5%A0I%C4%86.645.891.html,,STOŠIĆ MILORAD,PUPS,Niš,1954.
,217,skupstina-srbije-poslanici,skupstina-srbije-poslanici,217,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DU%C5%A0AN_STUPAR.273.891.html,/DU%C5%A0AN_STUPAR.273.891.html,,STUPAR DUŠAN,SNS,Beograd,1956.
,218,skupstina-srbije-poslanici,skupstina-srbije-poslanici,218,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/%C5%BDELjKO_SU%C5%A0EC.708.891.html,/%C5%BDELjKO_SU%C5%A0EC.708.891.html,,SUŠEC ŽELjKO,SNS,Pančevo,1977.
,219,skupstina-srbije-poslanici,skupstina-srbije-poslanici,219,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SUZANA_%C5%A0ARAC.833.891.html,/SUZANA_%C5%A0ARAC.833.891.html,,ŠARAC SUZANA,SNS,Beograd,1981.
,220,skupstina-srbije-poslanici,skupstina-srbije-poslanici,220,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DRAGAN_%C5%A0ORMAZ.686.891.html,/DRAGAN_%C5%A0ORMAZ.686.891.html,,ŠORMAZ DRAGAN,SNS,Smederevo,1967.
